id,version,url,title,salary_from,salary_to,experience_from,experience_to,description,company_id,source_id,publicated_at
220,1,https://rabota.sber.ru/search/4226659,QA Automation engineer,,,,,,1,1,2023-11-03
221,1,https://rabota.sber.ru/search/4226400,Middle QA automation engineer Java,,,,,,1,1,2023-11-06
222,1,https://rabota.sber.ru/search/4221349,Automation QA engineer (Java) в команду Департамента общих прикладных сервисов,,,,,,1,1,2023-10-31
223,5,https://rabota.sber.ru/search/4218630,Senior UX/UI designer,,,,,,1,1,2023-10-12
224,1,https://rabota.sber.ru/search/4147012,UI/UX дизайнер,,,,,,1,1,2023-11-01
225,1,https://rabota.sber.ru/search/4198775,Senior Python Разработчик/Автотестировщик,,,,,,1,1,2023-10-17
226,1,https://rabota.sber.ru/search/4224891,Ведущий системный аналитик,,,,,,1,1,2023-10-30
227,1,https://rabota.sber.ru/search/4226416,QA Automation Engineer,,,,,,1,1,2023-11-03
228,1,https://rabota.sber.ru/search/4218088,Manual QA Engineer,,,,,,1,1,2023-10-11
229,1,https://rabota.sber.ru/search/4208131,Senior инженер по тестированию (аккредитивы ЮЛ),,,,,,1,1,2023-10-18
230,1,https://rabota.sber.ru/search/4208595,Java разработчик,,,,,,1,1,2023-10-31
231,1,https://rabota.sber.ru/search/4225554,QA engineer,,,,,,1,1,2023-11-02
232,1,https://rabota.sber.ru/search/4212817,Главный аналитик DWH,,,,,,1,1,2023-10-12
233,1,https://rabota.sber.ru/search/4223318,QA engineer (проект Геомаркетинг),,,,,,1,1,2023-11-01
234,1,https://rabota.sber.ru/search/4215161,QA Mobile (SberBrowser),,,,,,1,1,2023-10-13
235,1,https://rabota.sber.ru/search/4214078,Системный аналитик,,,,,,1,1,2023-10-31
236,1,https://rabota.sber.ru/search/4225333,Старший аналитик DWH (команда МСФО отчетности),,,,,,1,1,2023-11-06
237,1,https://rabota.sber.ru/search/4210433,Android-разработчик,,,,,,1,1,2023-11-01
238,1,https://rabota.sber.ru/search/4226272,Системный аналитик,,,,,,1,1,2023-11-02
239,1,https://rabota.sber.ru/search/4219681,QA engineer,,,,,,1,1,2023-10-18
240,2,https://rabota.sber.ru/search/4220565,Product Owner (Идентификация в СберБизнес),,,,,,1,1,2023-10-28
